simulation_id,location,altitude_m,dominant_heat_loss_component,secondary_heat_loss_component,wall_loss_kwh,roof_loss_kwh,floor_loss_kwh,glazing_loss_kwh,infiltration_loss_kwh,sky_loss_kwh,total_loss_kwh,wall_loss_pct,roof_loss_pct,floor_loss_pct,glazing_loss_pct,infiltration_loss_pct,sky_loss_pct,sum_loss_pct,recommended_intervention,intervention_reason,min_indoor_temperature_C,max_indoor_temperature_C,avg_indoor_temperature_C,comfort_hours,hours_below_18C
SIM_001841,Galwan,4300.0,FLOOR,INFILTRATION,1.495,2.888,10.669,1.443,7.665,0.676,24.837,6.02,11.63,42.96,5.81,30.86,2.72,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.9,-18.7,-20.75,0,24
SIM_001842,Hanle,4500.0,FLOOR,INFILTRATION,4.014,1.026,9.863,0.457,4.343,0.14,19.843,20.23,5.17,49.71,2.3,21.89,0.71,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.43,-16.95,-22.47,0,24
SIM_001843,Nyoma,4180.0,ROOF,FLOOR,1.866,14.801,10.421,0.424,5.672,1.927,35.111,5.31,42.15,29.68,1.21,16.15,5.49,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-33.82,-23.69,-28.1,0,24
SIM_001844,Chushul,4350.0,WALL,FLOOR,11.837,1.45,8.15,0.055,0.57,0.052,22.114,53.53,6.55,36.86,0.25,2.58,0.24,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-23.28,-21.28,-22.24,0,24
SIM_001845,Rezang La,5000.0,FLOOR,INFILTRATION,1.033,0.127,3.864,0.084,1.465,0.093,6.667,15.5,1.9,57.95,1.27,21.97,1.4,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.29,-25.25,-28.73,0,24
SIM_001846,Pangong,4250.0,FLOOR,WALL,6.717,1.513,21.785,5.179,1.531,0.1,36.826,18.24,4.11,59.16,14.06,4.16,0.27,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.69,-8.08,-10.48,0,24
SIM_001847,Depsang,5330.0,FLOOR,WALL,6.577,1.554,21.642,2.438,2.409,0.074,34.694,18.96,4.48,62.38,7.03,6.94,0.21,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.66,-26.93,-29.24,0,24
SIM_001848,Kargil,2676.0,ROOF,FLOOR,1.891,14.701,9.671,0.026,5.067,2.209,33.565,5.63,43.8,28.81,0.08,15.1,6.58,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.73,-18.36,-22.45,0,24
SIM_001849,Leh,3500.0,FLOOR,GLAZING,4.109,1.857,14.006,5.694,4.017,0.401,30.084,13.66,6.17,46.56,18.93,13.35,1.33,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.05,-7.26,-8.99,0,24
SIM_001850,Dras,3280.0,FLOOR,INFILTRATION,1.778,2.21,8.702,0.248,6.484,0.507,19.928,8.92,11.09,43.66,1.24,32.53,2.55,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.96,-21.38,-23.93,0,24
SIM_001851,Siachen,5400.0,ROOF,FLOOR,1.874,14.134,9.423,1.898,4.39,2.429,34.148,5.49,41.39,27.59,5.56,12.86,7.11,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-47.42,-39.89,-42.52,0,24
SIM_001852,Daulat Beg Oldie,5065.0,ROOF,FLOOR,1.72,22.449,17.289,1.65,4.825,3.505,51.438,3.34,43.64,33.61,3.21,9.38,6.81,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-36.72,-26.71,-30.24,0,24
SIM_001853,Galwan,4300.0,FLOOR,INFILTRATION,1.479,0.387,5.771,0.362,4.312,0.071,12.383,11.95,3.13,46.6,2.92,34.82,0.57,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.18,-18.86,-22.19,0,24
SIM_001854,Hanle,4500.0,FLOOR,INFILTRATION,0.485,0.689,2.386,0.05,2.015,0.111,5.736,8.45,12.01,41.6,0.86,35.13,1.94,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-20.12,-13.82,-16.97,0,24
SIM_001855,Nyoma,4180.0,FLOOR,WALL,1.683,0.319,3.135,0.109,0.201,0.0,5.447,30.89,5.86,57.55,2.0,3.69,0.0,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.94,-14.68,-18.3,0,24
SIM_001856,Chushul,4350.0,FLOOR,WALL,13.151,1.145,18.132,1.765,13.126,0.132,47.449,27.72,2.41,38.21,3.72,27.66,0.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.7,-29.9,-33.17,0,24
SIM_001857,Rezang La,5000.0,ROOF,WALL,7.175,9.322,4.648,0.434,3.339,2.915,27.832,25.78,33.49,16.7,1.56,12.0,10.47,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.63,-24.08,-26.67,0,24
SIM_001858,Pangong,4250.0,FLOOR,INFILTRATION,1.193,0.54,6.571,0.515,3.659,0.034,12.512,9.54,4.32,52.51,4.12,29.24,0.27,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.88,-19.96,-23.08,0,24
SIM_001859,Depsang,5330.0,FLOOR,WALL,2.734,2.699,25.777,1.093,1.152,0.237,33.692,8.11,8.01,76.51,3.24,3.42,0.7,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-43.3,-36.92,-39.24,0,24
SIM_001860,Kargil,2676.0,FLOOR,INFILTRATION,1.509,1.221,6.103,1.143,3.839,0.143,13.957,10.81,8.75,43.72,8.19,27.5,1.02,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-14.16,-7.74,-10.35,0,24
SIM_001861,Leh,3500.0,FLOOR,WALL,11.788,2.285,19.091,7.011,1.762,0.102,42.038,28.04,5.44,45.41,16.68,4.19,0.24,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-9.6,-6.62,-7.68,0,24
SIM_001862,Dras,3280.0,FLOOR,GLAZING,6.908,2.3,32.317,8.406,0.725,0.15,50.806,13.6,4.53,63.61,16.55,1.43,0.29,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.9,-11.14,-14.14,0,24
SIM_001863,Siachen,5400.0,FLOOR,WALL,3.1,0.724,7.07,1.741,2.599,0.115,15.349,20.2,4.72,46.06,11.34,16.93,0.75,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.05,-27.01,-29.4,0,24
SIM_001864,Daulat Beg Oldie,5065.0,ROOF,WALL,9.431,11.235,7.719,0.427,8.34,4.23,41.382,22.79,27.15,18.65,1.03,20.15,10.22,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-46.19,-40.58,-43.21,0,24
SIM_001865,Galwan,4300.0,FLOOR,ROOF,2.48,10.819,10.946,1.081,1.548,0.693,27.567,9.0,39.25,39.71,3.92,5.61,2.51,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-28.1,-20.12,-22.98,0,24
SIM_001866,Hanle,4500.0,FLOOR,WALL,8.18,1.327,10.764,2.115,3.881,0.173,26.439,30.94,5.02,40.71,8.0,14.68,0.65,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.98,-21.59,-22.45,0,24
SIM_001867,Nyoma,4180.0,FLOOR,WALL,2.005,0.262,3.168,0.0,0.249,0.116,5.799,34.57,4.51,54.63,0.0,4.29,1.99,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-31.52,-24.8,-28.16,0,24
SIM_001868,Chushul,4350.0,FLOOR,ROOF,7.879,10.107,11.488,1.201,3.315,2.853,36.843,21.39,27.43,31.18,3.26,9.0,7.74,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.07,-20.29,-22.48,0,24
SIM_001869,Rezang La,5000.0,FLOOR,INFILTRATION,0.729,0.805,3.24,0.15,2.105,0.012,7.042,10.35,11.44,46.01,2.13,29.9,0.17,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.26,-26.16,-28.81,0,24
SIM_001870,Pangong,4250.0,FLOOR,ROOF,2.894,8.322,9.038,0.714,3.155,1.439,25.561,11.32,32.56,35.36,2.79,12.34,5.63,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.99,-10.8,-13.46,0,24
SIM_001871,Depsang,5330.0,FLOOR,WALL,1.415,0.39,4.107,1.375,0.934,0.254,8.475,16.7,4.6,48.46,16.22,11.02,2.99,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.67,-30.3,-32.73,0,24
SIM_001872,Kargil,2676.0,ROOF,FLOOR,1.835,10.523,10.335,1.64,6.394,1.482,32.21,5.7,32.67,32.09,5.09,19.85,4.6,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.12,-19.16,-22.21,0,24
SIM_001873,Leh,3500.0,ROOF,FLOOR,1.136,9.894,7.427,0.757,1.659,1.676,22.549,5.04,43.88,32.94,3.36,7.36,7.43,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.88,-6.35,-10.24,0,24
SIM_001874,Dras,3280.0,FLOOR,INFILTRATION,0.717,0.81,5.56,0.113,4.669,0.018,11.887,6.03,6.82,46.77,0.95,39.28,0.15,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.18,-23.77,-26.83,0,24
SIM_001875,Siachen,5400.0,FLOOR,ROOF,4.11,4.297,19.884,1.012,2.573,0.209,32.085,12.81,13.39,61.97,3.15,8.02,0.65,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-44.42,-35.98,-39.18,0,24
SIM_001876,Daulat Beg Oldie,5065.0,FLOOR,GLAZING,1.062,0.961,6.443,2.947,1.899,0.055,13.367,7.95,7.19,48.2,22.04,14.21,0.41,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.1,-25.23,-29.2,0,24
SIM_001877,Galwan,4300.0,FLOOR,INFILTRATION,0.932,0.397,3.473,1.035,1.758,0.12,7.716,12.08,5.15,45.01,13.42,22.79,1.55,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.41,-22.51,-24.33,0,24
SIM_001878,Hanle,4500.0,FLOOR,INFILTRATION,0.707,0.294,3.648,0.265,0.836,0.065,5.815,12.15,5.05,62.75,4.55,14.37,1.12,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.83,-11.19,-15.69,0,24
SIM_001879,Nyoma,4180.0,FLOOR,INFILTRATION,1.606,0.451,7.208,1.327,3.777,0.08,14.449,11.12,3.12,49.89,9.18,26.14,0.55,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.83,-9.64,-15.0,0,24
SIM_001880,Chushul,4350.0,FLOOR,INFILTRATION,2.055,1.214,18.997,5.526,11.367,0.124,39.283,5.23,3.09,48.36,14.07,28.94,0.32,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-37.87,-28.42,-32.07,0,24
SIM_001881,Rezang La,5000.0,FLOOR,ROOF,0.864,9.654,10.351,1.071,1.695,1.051,24.686,3.5,39.11,41.93,4.34,6.87,4.26,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.15,-24.01,-26.8,0,24
SIM_001882,Pangong,4250.0,FLOOR,INFILTRATION,1.568,0.824,11.494,5.021,7.758,0.117,26.78,5.85,3.08,42.92,18.75,28.97,0.44,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.59,-17.8,-20.88,0,24
SIM_001883,Depsang,5330.0,FLOOR,ROOF,1.32,5.112,7.554,2.114,3.941,2.324,22.365,5.9,22.86,33.77,9.45,17.62,10.39,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-48.62,-40.01,-43.05,0,24
SIM_001884,Kargil,2676.0,FLOOR,INFILTRATION,0.997,1.362,7.952,0.571,5.073,0.312,16.267,6.13,8.37,48.88,3.51,31.19,1.92,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.02,-10.64,-12.36,0,24
SIM_001885,Leh,3500.0,FLOOR,INFILTRATION,1.241,1.916,12.044,1.245,9.739,0.232,26.419,4.7,7.25,45.59,4.71,36.87,0.88,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.42,-9.7,-11.74,0,24
SIM_001886,Dras,3280.0,FLOOR,WALL,3.094,1.222,11.29,0.697,1.42,0.104,17.827,17.36,6.85,63.33,3.91,7.97,0.58,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.01,-10.61,-13.4,0,24
SIM_001887,Siachen,5400.0,WALL,FLOOR,3.503,0.242,2.813,0.093,1.432,0.151,8.235,42.54,2.93,34.16,1.13,17.39,1.84,99.99,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-33.93,-30.8,-32.38,0,24
SIM_001888,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,2.384,2.568,10.253,4.206,6.848,0.341,26.599,8.96,9.65,38.55,15.81,25.75,1.28,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.33,-37.65,-40.71,0,24
SIM_001889,Galwan,4300.0,FLOOR,INFILTRATION,5.141,0.843,12.842,0.188,5.983,0.223,25.22,20.38,3.34,50.92,0.75,23.72,0.88,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.6,-18.1,-20.36,0,24
SIM_001890,Hanle,4500.0,FLOOR,WALL,2.817,1.125,10.141,2.159,1.32,0.429,17.991,15.66,6.25,56.37,12.0,7.34,2.38,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.61,-20.51,-23.4,0,24
SIM_001891,Nyoma,4180.0,FLOOR,INFILTRATION,1.033,1.478,6.607,1.169,3.143,0.108,13.537,7.63,10.92,48.8,8.63,23.22,0.8,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.6,-22.91,-26.62,0,24
SIM_001892,Chushul,4350.0,FLOOR,INFILTRATION,0.734,0.761,3.491,0.278,2.136,0.041,7.442,9.86,10.23,46.92,3.73,28.71,0.55,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.67,-22.67,-24.92,0,24
SIM_001893,Rezang La,5000.0,FLOOR,WALL,17.414,2.96,19.492,3.533,1.994,0.186,45.579,38.21,6.49,42.77,7.75,4.38,0.41,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-27.29,-23.44,-24.92,0,24
SIM_001894,Pangong,4250.0,FLOOR,INFILTRATION,3.997,3.654,14.356,1.259,5.131,0.336,28.733,13.91,12.72,49.96,4.38,17.86,1.17,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-13.1,-9.88,-11.25,0,24
SIM_001895,Depsang,5330.0,FLOOR,INFILTRATION,2.035,0.463,4.449,0.328,3.36,0.012,10.647,19.12,4.35,41.79,3.08,31.56,0.11,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-33.25,-28.45,-30.75,0,24
SIM_001896,Kargil,2676.0,WALL,INFILTRATION,9.664,1.52,4.598,0.277,5.52,0.118,21.698,44.54,7.01,21.19,1.28,25.44,0.55,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-24.31,-21.57,-22.88,0,24
SIM_001897,Leh,3500.0,FLOOR,INFILTRATION,2.703,3.783,24.475,9.996,12.858,0.195,54.01,5.0,7.0,45.32,18.51,23.81,0.36,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-10.48,-2.96,-5.79,0,24
SIM_001898,Dras,3280.0,ROOF,FLOOR,3.072,13.253,10.122,0.877,0.737,2.801,30.862,9.95,42.94,32.8,2.84,2.39,9.08,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-28.85,-21.12,-24.43,0,24
SIM_001899,Siachen,5400.0,FLOOR,INFILTRATION,0.83,0.662,5.495,0.662,3.66,0.08,11.39,7.29,5.82,48.25,5.81,32.13,0.7,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.11,-40.13,-42.2,0,24
SIM_001900,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,0.978,1.419,2.344,0.013,2.154,0.202,7.11,13.75,19.96,32.97,0.18,30.29,2.84,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-38.2,-29.12,-33.64,0,24
SIM_001901,Galwan,4300.0,FLOOR,INFILTRATION,1.883,1.821,17.627,0.391,11.639,0.166,33.526,5.62,5.43,52.58,1.17,34.72,0.49,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.97,-16.59,-21.42,0,24
SIM_001902,Hanle,4500.0,FLOOR,INFILTRATION,2.417,2.336,19.482,6.606,12.401,0.203,43.446,5.56,5.38,44.84,15.21,28.54,0.47,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.37,-9.91,-12.98,0,24
SIM_001903,Nyoma,4180.0,ROOF,WALL,7.458,9.389,4.649,0.077,1.046,0.063,22.682,32.88,41.39,20.5,0.34,4.61,0.28,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-20.51,-15.64,-17.91,0,24
SIM_001904,Chushul,4350.0,FLOOR,INFILTRATION,1.422,1.369,9.321,1.357,6.658,0.225,20.352,6.99,6.73,45.8,6.67,32.71,1.11,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-36.72,-30.52,-32.89,0,24
SIM_001905,Rezang La,5000.0,FLOOR,WALL,2.243,0.228,4.371,0.699,1.81,0.036,9.387,23.89,2.43,46.56,7.45,19.29,0.38,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.46,-22.53,-25.14,0,24
SIM_001906,Pangong,4250.0,WALL,ROOF,6.264,5.006,4.658,0.978,1.571,1.003,19.479,32.16,25.7,23.91,5.02,8.06,5.15,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-26.28,-22.45,-24.28,0,24
SIM_001907,Depsang,5330.0,ROOF,WALL,5.525,6.774,5.512,1.138,3.268,1.889,24.107,22.92,28.1,22.87,4.72,13.56,7.84,100.01,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-46.45,-41.32,-43.37,0,24
SIM_001908,Kargil,2676.0,FLOOR,INFILTRATION,5.276,3.129,23.434,1.647,17.606,0.284,51.377,10.27,6.09,45.61,3.21,34.27,0.55,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-12.48,-6.35,-9.2,0,24
SIM_001909,Leh,3500.0,ROOF,FLOOR,1.037,6.384,6.179,0.042,0.601,0.174,14.417,7.19,44.28,42.86,0.29,4.17,1.2,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-16.51,-8.86,-12.01,0,24
SIM_001910,Dras,3280.0,FLOOR,INFILTRATION,3.078,1.608,13.315,0.736,5.246,0.359,24.342,12.64,6.6,54.7,3.03,21.55,1.47,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-18.1,-13.45,-15.49,0,24
SIM_001911,Siachen,5400.0,FLOOR,INFILTRATION,2.543,3.408,4.557,0.614,3.464,1.917,16.503,15.41,20.65,27.61,3.72,20.99,11.62,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.42,-28.58,-31.8,0,24
SIM_001912,Daulat Beg Oldie,5065.0,FLOOR,INFILTRATION,1.567,0.886,2.577,0.079,1.574,0.117,6.8,23.05,13.03,37.89,1.17,23.14,1.72,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-46.27,-42.34,-44.32,0,24
SIM_001913,Galwan,4300.0,ROOF,FLOOR,2.562,4.131,3.743,0.215,1.658,0.288,12.597,20.34,32.79,29.72,1.71,13.16,2.28,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-27.57,-19.34,-22.49,0,24
SIM_001914,Hanle,4500.0,FLOOR,WALL,9.135,1.301,10.901,1.297,0.495,0.051,23.181,39.41,5.61,47.02,5.6,2.14,0.22,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.95,-21.02,-22.09,0,24
SIM_001915,Nyoma,4180.0,ROOF,FLOOR,4.259,21.439,19.914,2.908,8.762,3.141,60.423,7.05,35.48,32.96,4.81,14.5,5.2,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-30.19,-22.81,-25.95,0,24
SIM_001916,Chushul,4350.0,FLOOR,INFILTRATION,1.956,2.158,4.03,0.096,2.423,0.167,10.829,18.07,19.92,37.21,0.88,22.37,1.54,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-29.03,-20.57,-24.72,0,24
SIM_001917,Rezang La,5000.0,FLOOR,ROOF,0.728,2.998,7.65,0.49,0.232,0.111,12.209,5.96,24.56,62.66,4.01,1.9,0.91,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.33,-26.52,-28.76,0,24
SIM_001918,Pangong,4250.0,FLOOR,GLAZING,2.645,1.208,9.828,4.877,1.018,0.102,19.679,13.44,6.14,49.94,24.78,5.17,0.52,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-15.13,-7.85,-11.24,0,24
SIM_001919,Depsang,5330.0,FLOOR,INFILTRATION,0.953,3.064,3.583,0.944,3.132,2.04,13.716,6.95,22.34,26.13,6.88,22.83,14.87,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-35.54,-30.23,-32.85,0,24
SIM_001920,Kargil,2676.0,ROOF,FLOOR,1.406,11.498,7.01,2.222,1.696,0.772,24.603,5.71,46.73,28.49,9.03,6.89,3.14,99.99,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.38,-17.71,-22.09,0,24
SIM_001921,Leh,3500.0,WALL,FLOOR,15.523,1.091,7.073,0.098,1.156,0.029,24.969,62.17,4.37,28.33,0.39,4.63,0.12,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-11.1,-7.28,-9.13,0,24
SIM_001922,Dras,3280.0,ROOF,FLOOR,1.19,5.922,5.514,0.609,1.501,0.435,15.17,7.84,39.04,36.35,4.01,9.89,2.87,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-33.4,-22.69,-27.12,0,24
SIM_001923,Siachen,5400.0,FLOOR,GLAZING,1.248,0.654,9.255,1.758,1.177,0.029,14.121,8.84,4.63,65.54,12.45,8.33,0.21,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-44.61,-34.56,-38.7,0,24
SIM_001924,Daulat Beg Oldie,5065.0,WALL,FLOOR,4.151,0.344,3.67,0.466,2.318,0.056,11.005,37.72,3.12,33.35,4.24,21.06,0.51,100.0,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-33.96,-31.83,-32.76,0,24
SIM_001925,Galwan,4300.0,ROOF,FLOOR,0.798,12.232,7.61,0.727,3.804,4.036,29.207,2.73,41.88,26.06,2.49,13.02,13.82,100.0,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-29.05,-20.82,-24.65,0,24
SIM_001926,Hanle,4500.0,FLOOR,WALL,2.877,0.753,6.167,0.257,1.716,0.075,11.845,24.28,6.36,52.06,2.17,14.49,0.63,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-21.08,-11.25,-14.97,0,24
SIM_001927,Nyoma,4180.0,FLOOR,ROOF,0.826,11.979,12.372,0.316,2.659,0.169,28.322,2.92,42.3,43.69,1.12,9.39,0.6,100.02,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-23.22,-13.66,-17.95,0,24
SIM_001928,Chushul,4350.0,FLOOR,WALL,4.39,1.686,14.789,0.722,0.372,0.059,22.019,19.94,7.66,67.16,3.28,1.69,0.27,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.14,-27.65,-29.54,0,24
SIM_001929,Rezang La,5000.0,FLOOR,WALL,2.399,0.522,6.791,1.778,0.552,0.037,12.078,19.86,4.32,56.22,14.72,4.57,0.31,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-30.6,-21.14,-24.45,0,24
SIM_001930,Pangong,4250.0,FLOOR,INFILTRATION,2.595,2.285,11.227,0.65,6.161,0.478,23.395,11.09,9.77,47.99,2.78,26.33,2.04,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.95,-19.86,-22.19,0,24
SIM_001931,Depsang,5330.0,FLOOR,GLAZING,0.944,0.782,6.342,2.403,0.406,0.073,10.95,8.62,7.15,57.92,21.95,3.71,0.66,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-47.68,-40.04,-42.58,0,24
SIM_001932,Kargil,2676.0,FLOOR,INFILTRATION,2.412,2.633,4.637,0.181,2.737,1.055,13.654,17.66,19.28,33.96,1.32,20.04,7.73,99.99,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-16.87,-11.05,-13.18,0,24
SIM_001933,Leh,3500.0,ROOF,FLOOR,1.793,18.417,13.897,0.379,5.303,2.924,42.713,4.2,43.12,32.54,0.89,12.42,6.85,100.02,Add 100mm exterior roof insulation,Roof conduction loss dominates envelope heat transfer.,-14.21,-7.28,-10.4,0,24
SIM_001934,Dras,3280.0,WALL,FLOOR,6.322,0.675,4.182,1.803,1.607,0.075,14.665,43.11,4.61,28.52,12.3,10.96,0.51,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-18.71,-16.15,-17.1,0,24
SIM_001935,Siachen,5400.0,FLOOR,WALL,5.598,0.905,20.019,3.826,1.343,0.083,31.775,17.62,2.85,63.0,12.04,4.23,0.26,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-32.17,-25.69,-28.36,0,24
SIM_001936,Daulat Beg Oldie,5065.0,WALL,FLOOR,10.225,1.106,7.551,0.999,4.649,0.376,24.906,41.06,4.44,30.32,4.01,18.67,1.51,100.01,Add 75mm exterior insulation (EPS/rockwool),Wall conduction accounts for highest percentage of heat loss.,-44.35,-41.74,-42.84,0,24
SIM_001937,Galwan,4300.0,FLOOR,INFILTRATION,2.961,3.236,12.982,2.393,9.195,0.272,31.04,9.54,10.43,41.82,7.71,29.62,0.88,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.9,-17.96,-20.86,0,24
SIM_001938,Hanle,4500.0,FLOOR,WALL,10.609,2.057,13.966,0.492,2.324,0.08,29.528,35.93,6.97,47.3,1.67,7.87,0.27,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-24.06,-18.6,-21.17,0,24
SIM_001939,Nyoma,4180.0,FLOOR,INFILTRATION,3.135,2.825,18.078,0.388,5.446,0.158,30.03,10.44,9.41,60.2,1.29,18.14,0.53,100.01,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-25.58,-20.87,-23.24,0,24
SIM_001940,Chushul,4350.0,FLOOR,WALL,6.602,2.844,6.769,1.042,4.549,0.454,22.26,29.66,12.78,30.41,4.68,20.43,2.04,100.0,Install sub-base perimeter slab insulation,Ground conduction is primary heat drain.,-26.98,-23.27,-24.95,0,24
